"user_id","order_id","order_date","shipping_date","order_year","order_month","days_to_ship","shipping_speed","product_id","product_name","price_usd","price_category","platform","country_code"
"16655be4","7ed00f8141712119","2019-01-05","2019-01-08",2019,1,3,"Standard","8d0d","Nintendo Switch","154.25","High","Website","ES"
"33d0dc49","e97c042a1a924023","2019-01-05","2019-01-07",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"b283647b","d561fc2dc5775642","2019-01-05","2019-01-06",2019,1,1,"Fast","891b","27in 4K Gaming Monitor","470.56","High","Website","JE"
"380cab49","ed2afd4bd0425703","2019-01-05","2019-01-07",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","KW"
"46efc89b","d41f03e438931788","2019-01-05","2019-01-07",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","CZ"
"5fc58846","59719bb076141700","2019-01-05","2019-01-07",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"7e20780f","7d851755ad253880","2019-01-05","2019-01-07",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"7e20780f","7d851755ad253881","2019-01-05","2019-01-07",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"86ecdfab","f2ca86f0b6157378","2019-01-05","2019-01-08",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"9d39178f","f9134ea518066470","2019-01-05","2019-01-06",2019,1,1,"Fast","8d0d","Nintendo Switch","115.52","High","Website","PT"
"a3119a10","86881e13d5f69002","2019-01-05","2019-01-08",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"bbfb5d46","a7b5de9776a79589","2019-01-05","2019-01-07",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","CA"
"c7e2a232","8f3ca4fb9ab84553","2019-01-05","2019-01-08",2019,1,3,"Standard","8d0d","Nintendo Switch","142.80","High","Website","US"
"cd0dd376","c9b10e5871086609","2019-01-05","2019-01-08",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"d61d471b","6445fbb2d3990427","2019-01-05","2019-01-06",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","BR"
"6dc8ebcb","88709dd1e3747372","2019-01-06","2019-01-09",2019,1,3,"Standard","891b","27in 4K Gaming Monitor","412.80","High","Website","US"
"15fcb402","f2df6bdb4ce11969","2019-01-06","2019-01-09",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","21.94","Low","Website","KR"
"15fcb402","f2df6bdb4ce11970","2019-01-06","2019-01-09",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","21.94","Low","Website","KR"
"2685e4b8","af56e07f90918601","2019-01-06","2019-01-09",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"36272d4a","a713062f42d24923","2019-01-06","2019-01-09",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","16.88","Low","Website","AU"
"79298ab7","ad7e6fe07d551803","2019-01-06","2019-01-07",2019,1,1,"Fast","8d0d","Nintendo Switch","148.32","High","Website","GB"
"854c5fc7","e90dd5712cf56702","2019-01-06","2019-01-09",2019,1,3,"Standard","8315","JBL Quantum 100 Gaming Headset","24.42","Low","Mobile App","US"
"854c5fc7","e90dd5712cf56703","2019-01-06","2019-01-09",2019,1,3,"Standard","8315","JBL Quantum 100 Gaming Headset","24.42","Low","Mobile App","US"
"92884f57","9b71cdd887e62167","2019-01-06","2019-01-08",2019,1,2,"Fast","8d0d","Nintendo Switch","139.66","High","Website","PL"
"bdc63d3a","ac787bd46bc80346","2019-01-06","2019-01-08",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"c01d6588","7cdbfbddecf81354","2019-01-06","2019-01-09",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","22.31","Low","Website","US"
"d41fa19e","c5a7e63ac5789539","2019-01-06","2019-01-07",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"e056a0fb","b91fa52844f94845","2019-01-06","2019-01-09",2019,1,3,"Standard","54ed","Sony PlayStation 5 Bundle","1800.00","High","Website","PR"
"f9d6b940","cb0676e0f62105555","2019-01-06","2019-01-08",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","18.36","Low","Website","PL"
"15fb64c5","630e8a7f50411967","2019-01-07","2019-01-09",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","268.26","High","Website","BE"
"0b37ab05","e727529fed97623","2019-01-07","2019-01-10",2019,1,3,"Standard","8d0d","Nintendo Switch","142.80","High","Website","US"
"0cdd60d9","fa9e36f5fa28276","2019-01-07","2019-01-08",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"15dd056b","58a847e70b211905","2019-01-07","2019-01-08",2019,1,1,"Fast","8d0d","Nintendo Switch","155.42","High","Website","FR"
"4028cf78","ea83d91afde29057","2019-01-07","2019-01-09",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"25ba24c8","c112e4ae28818263","2019-01-07","2019-01-09",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"25ba24c8","c112e4ae28818264","2019-01-07","2019-01-09",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"32d118e7","9995ab5b82323645","2019-01-07","2019-01-10",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","NZ"
"7e562ac2","c02499cc6e753956","2019-01-07","2019-01-09",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"7a734d17","a0e5ea6a66552318","2019-01-07","2019-01-08",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"8f85baa1","580a76d3d5b60942","2019-01-07","2019-01-10",2019,1,3,"Standard","8e5d","Nintendo Switch","173.70","High","Mobile App","US"
"95b55f27","bca44bfb6b663443","2019-01-07","2019-01-09",2019,1,2,"Fast","54ed","Sony PlayStation 5 Bundle","1446.70","High","Website","US"
"a1e4644b","c63b2ac52eb68476","2019-01-07","2019-01-10",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"ceaf8783","c1919f844ec87339","2019-01-07","2019-01-09",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"d72d0e42","ac7bf6cf90590898","2019-01-07","2019-01-09",2019,1,2,"Fast","8d0d","Nintendo Switch","177.28","High","Website","GB"
"dd6479b4","9ef16286e7293545","2019-01-07","2019-01-08",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"fd09c610","6412cee9025106880","2019-01-07","2019-01-09",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"20724414","7e0863a7caa582","2019-01-08","2019-01-11",2019,1,3,"Standard","891b","27in 4K Gaming Monitor","423.50","High","Website","US"
"20724414","7e0863a7caa583","2019-01-08","2019-01-11",2019,1,3,"Standard","891b","27in 4K Gaming Monitor","423.50","High","Website","US"
"31a6b151","d8f956f3c9223183","2019-01-08","2019-01-10",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","442.37","High","Website","SE"
"2b4fb703","f396627542020537","2019-01-08","2019-01-09",2019,1,1,"Fast","54ed","Sony PlayStation 5 Bundle","1800.00","High","Website","US"
"3a8e0a94","92166e888cb26683","2019-01-08","2019-01-10",2019,1,2,"Fast","e7e6","27in 4K Gaming Monitor","485.58","High","Website","GB"
"48c7db16","fd31920ea1932457","2019-01-08","2019-01-11",2019,1,3,"Standard","04ac","Lenovo IdeaPad Gaming 3","1230.65","High","Website","GB"
"61fb6365","d9f952379f242528","2019-01-08","2019-01-10",2019,1,2,"Fast","8d0d","Nintendo Switch","174.49","High","Website","GB"
"996d4fb9","dbda3bedd7d64886","2019-01-08","2019-01-11",2019,1,3,"Standard","54ed","Sony PlayStation 5 Bundle","1800.00","High","Website","US"
"afd34698","50bec635f6c74516","2019-01-08","2019-01-10",2019,1,2,"Fast","8315","JBL Quantum 100 Gaming Headset","24.26","Low","Mobile App","US"
"b0ef8492","a1e1ae96e7474991","2019-01-08","2019-01-09",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","KZ"
"c9e78368","89fb2b2195285348","2019-01-08","2019-01-11",2019,1,3,"Standard","8d0d","Nintendo Switch","155.42","High","Website","IE"
"c9e78368","89fb2b2195285349","2019-01-08","2019-01-11",2019,1,3,"Standard","8d0d","Nintendo Switch","155.42","High","Website","IE"
"d54230aa","5417ce80bc690011","2019-01-08","2019-01-10",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","21.94","Low","Website","FR"
"d54230aa","5417ce80bc690012","2019-01-08","2019-01-10",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","21.94","Low","Website","FR"
"f4db6a8e","90b1520bdd9103494","2019-01-08","2019-01-11",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","25.38","Low","Website","GB"
"d873033f","baa2cf0ca3c91452","2019-01-09","2019-01-11",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","353.88","High","Website","US"
"50134054","78f8e37b2b41316","2019-01-09","2019-01-12",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"0440aa1d","fd02a53353f4866","2019-01-09","2019-01-12",2019,1,3,"Standard","8d0d","Nintendo Switch","142.80","High","Website","US"
"095d2834","6ae1fb6d6c76855","2019-01-09","2019-01-10",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","SV"
"19393d51","7a76bc7850c13241","2019-01-09","2019-01-12",2019,1,3,"Standard","8d0d","Nintendo Switch","142.80","High","Website","US"
"6bf693bb","941973ca10646580","2019-01-09","2019-01-12",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"c8ad011a","b6e99a5cda884877","2019-01-09","2019-01-10",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","25.29","Low","Website","GB"
"ef068857","cff3710c16c100988","2019-01-09","2019-01-12",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","20.40","Low","Website","US"
"31f5589","c568e7cac1c33110","2019-01-09","2019-01-12",2019,1,3,"Standard","2a50","27in 4K Gaming Monitor","357.68","High","Mobile App","US"
"2bfc6186","8d3a3c8067020818","2019-01-10","2019-01-13",2019,1,3,"Standard","891b","27in 4K Gaming Monitor","313.04","High","Website","JP"
"b29f9392","c58d1c0661175698","2019-01-10","2019-01-11",2019,1,1,"Fast","891b","27in 4K Gaming Monitor","432.00","High","Website","US"
"24793791","932e4c0f056674","2019-01-10","2019-01-11",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","23.65","Low","Website","RU"
"11fd9f5d","b5124ca6b5f10344","2019-01-10","2019-01-12",2019,1,2,"Fast","8d0d","Nintendo Switch","153.91","High","Website","FR"
"16ea99e1","d560eb8bdbc12336","2019-01-10","2019-01-12",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"4faf03bf","52266ec312e35356","2019-01-10","2019-01-11",2019,1,1,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"5fb98e99","d0b178e640b41675","2019-01-10","2019-01-11",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"64e27efa","7a5a05f820343619","2019-01-10","2019-01-13",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","BR"
"68394af4","eee6098951944971","2019-01-10","2019-01-12",2019,1,2,"Fast","8e5d","Nintendo Switch","167.48","High","Mobile App","ZA"
"a2994fa9","fb401c74aef68772","2019-01-10","2019-01-13",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"b6777536","dbb1409177f77314","2019-01-10","2019-01-13",2019,1,3,"Standard","8d0d","Nintendo Switch","171.79","High","Website","GB"
"d6c38d9a","e880c670c6c90710","2019-01-10","2019-01-13",2019,1,3,"Standard","8d0d","Nintendo Switch","156.07","High","Website","KR"
"da5b6014","75dd6407e2592249","2019-01-11","2019-01-12",2019,1,1,"Fast","891b","27in 4K Gaming Monitor","324.15","High","Website","AU"
"34248988","55b1e92d0d7912","2019-01-11","2019-01-12",2019,1,1,"Fast","8d0d","Nintendo Switch","153.91","High","Website","FR"
"34248988","55b1e92d0d7913","2019-01-11","2019-01-12",2019,1,1,"Fast","8d0d","Nintendo Switch","153.91","High","Website","FR"
"08ab62ff","fd55e2ba3406562","2019-01-11","2019-01-14",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"08ab62ff","fd55e2ba3406563","2019-01-11","2019-01-14",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"0ebcc31c","8fcabf84b839051","2019-01-11","2019-01-12",2019,1,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"5cd53fc2","c4b7ccb682f40510","2019-01-11","2019-01-13",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"75b31c64","aa035742fc650460","2019-01-11","2019-01-14",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"84844f57","88553703c4656368","2019-01-11","2019-01-13",2019,1,2,"Fast","2997","JBL Quantum 100 Gaming Headset","19.93","Low","Mobile App","KR"
"c26e2da2","7754cf8896c82309","2019-01-11","2019-01-14",2019,1,3,"Standard","8d0d","Nintendo Switch","156.07","High","Website","KR"
"d332959b","dec355d747289141","2019-01-11","2019-01-12",2019,1,1,"Fast","8d0d","Nintendo Switch","156.53","High","Website","SE"
"e39a6f5a","c94cfb81a6d96135","2019-01-11","2019-01-12",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"e80bbc20","ceba811ea6698021","2019-01-11","2019-01-14",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","BR"
"34578cad","722a05ef4cb24221","2019-01-12","2019-01-14",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","409.07","High","Website","FI"
"8a95e69e","d1650f2338358850","2019-01-12","2019-01-14",2019,1,2,"Fast","891b","27in 4K Gaming Monitor","331.80","High","Website","US"
"1651b3da","81afff8762612083","2019-01-12","2019-01-15",2019,1,3,"Standard","8d0d","Nintendo Switch","142.19","High","Website","AU"
"223fa8b1","593f23d01f416904","2019-01-12","2019-01-15",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","19.04","Low","Website","CA"
"3febead3","64a475b355928973","2019-01-12","2019-01-14",2019,1,2,"Fast","8315","JBL Quantum 100 Gaming Headset","24.14","Low","Mobile App","US"
"469c9592","7536dd0eb9d31623","2019-01-12","2019-01-14",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"647e97c6","5a0f84d3f8843476","2019-01-12","2019-01-14",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"83910a71","92c39f9cd2056021","2019-01-12","2019-01-15",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"a056f6ec","effc0a7645c67802","2019-01-12","2019-01-14",2019,1,2,"Fast","8d0d","Nintendo Switch","171.79","High","Website","GB"
"a25ebf0a","ec9ca1c3b3468664","2019-01-12","2019-01-15",2019,1,3,"Standard","8e5d","Nintendo Switch","168.04","High","Mobile App","US"
"a25ebf0a","ec9ca1c3b3468665","2019-01-12","2019-01-15",2019,1,3,"Standard","8e5d","Nintendo Switch","168.04","High","Mobile App","US"
"a6c8c065","888865674b370673","2019-01-12","2019-01-15",2019,1,3,"Standard","8d0d","Nintendo Switch","170.42","High","Website","RU"
"c013042f","672bd3657dc81329","2019-01-12","2019-01-13",2019,1,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","22.52","Low","Website","NL"
"cf798e88","5823a173dee87684","2019-01-12","2019-01-14",2019,1,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"d575ef99","9740e34f70090120","2019-01-12","2019-01-13",2019,1,1,"Fast","8d0d","Nintendo Switch","155.42","High","Website","IT"
"d575ef99","9740e34f70090121","2019-01-12","2019-01-13",2019,1,1,"Fast","8d0d","Nintendo Switch","155.42","High","Website","IT"
"d7866637","9987259cf2f91052","2019-01-12","2019-01-15",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"ea19a4df","5737abcc6ec98885","2019-01-12","2019-01-13",2019,1,1,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"14aa334f","a86855a56f111453","2019-01-13","2019-01-14",2019,1,1,"Fast","891b","27in 4K Gaming Monitor","478.36","High","Website","US"
"ae632286","5a3f3002a8d73888","2019-01-13","2019-01-14",2019,1,1,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"34009581","7d258ebd85e901","2019-01-13","2019-01-16",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"4330b879","7b23f35642930255","2019-01-13","2019-01-16",2019,1,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","25.38","Low","Website","GB"
"4a96c9f5","c050e4f26cd33168","2019-01-13","2019-01-15",2019,1,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","22.36","Low","Website","FR"
"50dcfb9d","df02ce147c235806","2019-01-13","2019-01-16",2019,1,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"56bf6743","9ea7ef0724d38076","2019-01-13","2019-01-16",2019,1,3,"Standard","8d0d","Nintendo Switch","164.24","High","Website","NO"
